ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000008744,4314.5774,-0.228601769,0.165802804,-1.378756956,0.167969702,0.324245262
ENSRNOG00000008741,2983.104233,0.008137862,0.157292626,0.051737088,0.958738185,0.978105129
ENSRNOG00000064136,772.4794266,-0.097427063,3.725203545,-0.026153487,NA,NA
ENSRNOG00000064132,960.6088196,-0.234485304,0.211053296,-1.111024123,0.266557966,0.44833894
ENSRNOG00000064133,23.17116063,0.146031113,3.733064315,0.039118295,0.968796074,0.983452705
ENSRNOG00000028521,1984.079669,-0.025082589,0.209284669,-0.119849149,0.904602647,0.947871301
ENSRNOG00000070694,21.7706226,-1.453546464,0.908586788,-1.599788247,0.109645567,0.239749112
ENSRNOG00000022710,186.3831723,2.01874634,0.580472433,3.477764361,0.000505614,0.003612025
ENSRNOG00000022711,577.1434532,-0.794776192,0.641235551,-1.239444991,0.215180748,0.387399633
ENSRNOG00000022712,350.7148293,-0.632627908,0.424579377,-1.490010921,0.136221364,0.27949152
ENSRNOG00000022717,60.31110256,1.046094228,0.828232766,1.263043762,0.206573453,0.376537411
ENSRNOG00000070691,0.448037469,2.424931924,4.019850365,0.603239351,0.546349473,NA
ENSRNOG00000070522,2.889096821,0.69549113,3.747640828,0.185581053,0.852773313,NA
ENSRNOG00000070523,44.38590559,-1.095964855,0.651877744,-1.681242941,0.092715736,0.212403322
ENSRNOG00000070524,3.629467106,-5.132899482,2.479403646,-2.070215348,0.038432183,0.109233662
ENSRNOG00000062366,10.21856876,-0.425714496,1.506058067,-0.282668049,0.777431311,0.874551631
ENSRNOG00000051950,28.78391532,-2.065800791,1.232431976,-1.676198631,0.093699292,0.213915412
ENSRNOG00000067246,15.3212922,1.269706459,1.455719178,0.872219366,0.383088716,0.569821729
ENSRNOG00000014576,63.76276091,0.414731967,0.608484756,0.681581523,0.495503602,0.669828962
ENSRNOG00000001353,5033.075489,0.67299868,0.165080588,4.076788714,4.57E-05,0.000511795
ENSRNOG00000001352,2385.502019,0.157300249,0.184147033,0.854210066,0.392988607,0.579689427
ENSRNOG00000001351,13358.01024,0.830441444,0.275222937,3.017340973,0.002550028,0.01308039
ENSRNOG00000001350,1247.571285,-0.38052069,0.170403734,-2.233053701,0.025545403,0.079599901
ENSRNOG00000001355,1210.409762,0.202053815,0.337739721,0.598253041,0.549671105,0.71425286
ENSRNOG00000024382,3188.026499,-2.576099876,0.281899846,-9.13835147,6.34E-20,2.36E-17
ENSRNOG00000025383,5745.9682,-0.5066193,0.191513384,-2.645346705,0.008160725,0.032494053
ENSRNOG00000025384,1106.085225,1.442031226,0.336305322,4.28786324,1.80E-05,0.000239183
ENSRNOG00000025388,1977.551234,-0.214323723,0.222412207,-0.963632912,0.33523,0.523115952
ENSRNOG00000034007,535.1720509,0.968519912,0.228043508,4.247083897,2.17E-05,0.000277726
ENSRNOG00000030788,34.96801588,-1.294832674,0.869392002,-1.489354252,0.136394109,0.279611858
ENSRNOG00000028652,124.2806782,0.952810188,0.46282995,2.058661475,0.039526679,0.111691696
ENSRNOG00000028651,399.5978718,0.782539978,0.230588323,3.393666985,0.000689635,0.004620702
ENSRNOG00000028650,4329.003943,-0.188770049,0.233911324,-0.807015436,0.41965759,0.604376465
ENSRNOG00000070386,1274.578486,-0.217590006,0.203144377,-1.071110164,0.284119899,0.468599401
ENSRNOG00000028659,2518.93218,0.400134783,0.221717503,1.804705434,0.071120789,0.174100868
ENSRNOG00000046438,4.405499481,-1.266923691,2.223090953,-0.569892873,0.568750359,0.729153185
ENSRNOG00000054224,1039.815887,0.308042554,0.205201034,1.501174475,0.13331044,0.275301969
ENSRNOG00000054221,1.109120225,0.712727081,3.261286141,0.21854172,0.827007056,NA
ENSRNOG00000005116,5987.155501,-0.09186717,0.262376935,-0.350134321,0.726237894,0.841057938
ENSRNOG00000031789,3531.794889,-0.580258097,0.178217885,-3.255891497,0.001130369,0.006806143
ENSRNOG00000062500,9.585624622,1.834239468,1.512559773,1.212672385,0.225255102,0.39929556
ENSRNOG00000031785,1608.325153,1.019262059,0.297499585,3.426095733,0.000612325,0.004197915
ENSRNOG00000031782,2879.997453,1.036643965,0.381121084,2.719985871,0.006528471,0.027182414
ENSRNOG00000031780,6.318054242,2.628854311,1.364656845,1.926384879,0.054056334,0.14151363
ENSRNOG00000005307,46.84744519,0.201853664,0.571147572,0.353417706,0.723775314,0.839267795
ENSRNOG00000005301,2145.419261,0.213292118,0.17818316,1.197038591,0.231291514,0.406668171
ENSRNOG00000005302,1012.456866,-0.087608505,0.205864395,-0.425564144,0.670425472,0.805340669
ENSRNOG00000005303,941.0367136,-0.241591964,0.281550899,-0.858075629,0.390850704,0.577445354
ENSRNOG00000062505,301.9686213,1.26904366,0.283994944,4.468543145,7.88E-06,0.00011914
ENSRNOG00000005308,1188.689191,-0.602182986,0.244497955,-2.462936695,0.013780424,0.049160781
ENSRNOG00000005309,17.19010778,2.485305492,1.491229671,1.666614835,0.095591017,0.216925632
ENSRNOG00000062506,18.70880085,0.043636621,1.034706481,0.042172946,0.966360829,0.982457946
ENSRNOG00000006968,687.89649,-0.213551409,0.333120807,-0.641062956,0.521481781,0.691063666
ENSRNOG00000067837,80.75159839,0.739421385,0.798011673,0.92657966,0.35414482,0.542029609
ENSRNOG00000006961,5517.727609,-0.321514749,0.136452328,-2.35624232,0.018460871,0.061912181
ENSRNOG00000006963,1106.254878,-1.64498884,0.317769369,-5.176675289,2.26E-07,5.72E-06
ENSRNOG00000006962,12.58808387,-0.673693283,1.260368951,-0.534520691,0.592981338,0.748552361
ENSRNOG00000006965,5230.642451,-0.302875161,0.178687475,-1.694999394,0.090075536,0.207825747
ENSRNOG00000049378,431.5514821,-0.348144556,0.31567385,-1.102861565,0.270087287,0.452895564
ENSRNOG00000006967,275.0811525,-0.836172946,0.28775763,-2.905823719,0.003662877,0.017382927
ENSRNOG00000006966,301.2826616,-0.235923372,0.350274542,-0.673538449,0.500604796,0.674442372
ENSRNOG00000067835,1.757319405,4.433913408,3.935205737,1.126729758,0.259856757,NA
ENSRNOG00000067833,10.46340199,0.334434388,2.115824365,0.158063398,0.874406842,0.930302282
ENSRNOG00000019463,784.1927636,0.266540424,0.223469764,1.19273596,0.232972797,0.408636122
ENSRNOG00000049590,91.34815874,-1.085253639,0.680976857,-1.593671837,0.111009555,0.241836992
ENSRNOG00000049596,493.125317,1.616033527,0.489047038,3.304454178,0.000951615,0.005949259
ENSRNOG00000033929,3.958130651,-5.257161313,3.916735621,-1.342230322,0.179521328,0.33985413
ENSRNOG00000006353,792.2865993,0.567639567,0.249396488,2.276052766,0.022842852,0.073145437
ENSRNOG00000033921,2110.203518,0.792283772,0.239853627,3.303196958,0.000955892,0.005966064
ENSRNOG00000033923,2.475250703,2.063185854,3.104004246,0.664685255,0.506251827,NA
ENSRNOG00000038091,0.639025238,2.98562871,3.983832763,0.749436256,0.453594305,NA
ENSRNOG00000068949,1105.551946,0.562212411,0.29439516,1.90972029,0.056169237,0.145732623
ENSRNOG00000048424,65.63688179,-0.266554378,0.467380386,-0.570315712,0.568463586,0.728938758
ENSRNOG00000047625,4024.221413,0.833269984,0.22762411,3.660728137,0.0002515,0.002035195
ENSRNOG00000003469,30.20480015,0.209504376,0.794950564,0.263543905,0.792131388,0.883207046
ENSRNOG00000003468,86.29713775,2.307906483,0.520254608,4.436109639,9.16E-06,0.000135302
ENSRNOG00000047620,1730.26215,-0.082206131,0.196623732,-0.418088547,0.675882378,0.808022715
ENSRNOG00000003463,5188.938648,0.617982465,0.167743035,3.684102086,0.00022951,0.0018857
ENSRNOG00000003461,2466.527442,0.389869783,0.21927484,1.77799597,0.075404517,0.18191267
ENSRNOG00000047628,2193.254036,-0.181509009,0.232988355,-0.779047558,0.4359517,0.617644408
ENSRNOG00000003464,3695.810722,0.691719335,0.213704917,3.236796535,0.001208796,0.007204422
ENSRNOG00000018676,3677.08531,-0.213516392,0.198499942,-1.075649644,0.282083976,0.466429854
ENSRNOG00000018677,4541.605048,-0.070549363,0.164864424,-0.427923511,0.66870681,0.804195865
ENSRNOG00000018674,48.15327431,0.10949956,0.667525008,0.164038139,0.86970112,0.92766143
ENSRNOG00000018673,3982.07807,-0.514671939,0.168903339,-3.047138925,0.002310309,0.012078458
ENSRNOG00000018671,3836.525166,0.535913429,0.2179555,2.458820394,0.013939433,0.049591955
ENSRNOG00000047198,753.9177904,-0.026697087,0.233089359,-0.114535847,0.908813031,0.950320589
ENSRNOG00000047194,1843.881964,0.808238712,0.222801276,3.627621565,0.000286044,0.002257332
ENSRNOG00000047191,225.5715501,1.629868624,0.685425983,2.377891507,0.017411948,0.058963188
ENSRNOG00000008264,29.5176079,0.270451691,0.807726375,0.334830828,0.737752704,0.848530862
ENSRNOG00000014948,2162.044831,1.941263126,0.247981488,7.828258249,4.95E-15,7.74E-13
ENSRNOG00000014945,5856.393508,0.110170149,0.142523916,0.772994118,0.439525862,0.620689855
ENSRNOG00000014946,3109.313733,0.056478193,0.154996329,0.36438407,0.715571229,0.833538143
ENSRNOG00000014940,31.53945877,1.243044293,0.883756539,1.406546078,0.159562032,0.312368883
ENSRNOG00000039997,10.91943866,-0.245337247,1.450486096,-0.169141399,0.865685423,0.924966175
ENSRNOG00000039994,3298.360684,0.923358681,0.222066381,4.158030034,3.21E-05,0.000382151
ENSRNOG00000012392,2017.077839,-0.41639523,0.155783095,-2.672916667,0.007519493,0.030470744
ENSRNOG00000070192,202.8362756,-3.186111538,0.859248045,-3.708023028,0.000208884,0.001753838
ENSRNOG00000012397,2141.678203,0.302395988,0.176340366,1.71484269,0.086374072,0.201414338
ENSRNOG00000000477,3290.818854,0.479892186,0.179886668,2.667747372,0.007636165,0.030856945
ENSRNOG00000000476,236.0007154,-11.15486394,2.403082097,-4.641898813,3.45E-06,5.95E-05
ENSRNOG00000070199,0.146597432,-0.620448363,4.080472857,-0.152053055,0.87914509,NA
ENSRNOG00000000478,47.00916812,-0.561115091,0.561722137,-0.998919312,0.31783378,0.504234616
ENSRNOG00000028801,4784.458221,-1.429186597,0.338471007,-4.222478644,2.42E-05,0.000303031
ENSRNOG00000006148,6118.160255,-0.286225518,0.135352231,-2.114671597,0.034457947,0.10073396
ENSRNOG00000006143,4038.837313,0.15842477,0.196034189,0.808148672,0.419005001,0.603714497
ENSRNOG00000006146,863.0212977,3.464629898,0.423880787,8.173595036,2.99E-16,6.04E-14
ENSRNOG00000014496,4659.587748,2.476470801,0.246173573,10.05985645,8.31E-24,4.88E-21
ENSRNOG00000013442,2205.540904,0.300181007,0.196265018,1.529467707,0.126148539,0.26423214
ENSRNOG00000013443,4824.221844,-1.113846387,0.289646627,-3.845535496,0.000120289,0.001117977
ENSRNOG00000014492,8.305985708,-0.366336087,2.022093175,-0.181166769,0.856236678,0.919674317
ENSRNOG00000014493,827.5301727,0.049654205,0.233002865,0.213105555,0.831244632,0.905628292
ENSRNOG00000014490,213.4501291,0.865282079,0.30789824,2.810285889,0.004949751,0.021911489
ENSRNOG00000056524,1171.534698,-0.044967866,0.230622181,-0.194985002,0.845404689,0.913317277
ENSRNOG00000056526,25.2696626,-1.284726104,1.24087219,-1.035341202,0.300509594,0.486568963
ENSRNOG00000067018,319.5791295,1.465853938,0.32824205,4.465771339,7.98E-06,0.000120306
ENSRNOG00000042478,29.0442838,1.645530571,0.671086521,2.452039371,0.014204912,0.050260651
ENSRNOG00000067010,248.3260978,-11.22824556,1.979092462,-5.673431525,1.40E-08,5.32E-07
ENSRNOG00000042470,0.479268929,2.575913817,4.008775969,0.642568664,0.520504022,NA
ENSRNOG00000027436,569.0718056,0.557049906,0.219849568,2.533777584,0.011284033,0.042008018
ENSRNOG00000027434,692.6177056,-0.042515623,0.212006314,-0.200539418,0.841058733,0.91124749
ENSRNOG00000027432,3.844078911,1.266719298,2.843424086,0.445490809,0.6559651,0.795592693
ENSRNOG00000027433,1096.621958,-0.866370291,0.904454368,-0.957892761,0.338116837,0.525785265
ENSRNOG00000027430,25.77282455,1.039786137,0.737303649,1.410254974,0.158464409,0.310923691
ENSRNOG00000015727,132.4125201,-1.222256205,0.570677703,-2.141762677,0.032212584,0.095780655
ENSRNOG00000015724,176.5934933,-1.82640391,0.531453118,-3.436622813,0.000589015,0.004074492
ENSRNOG00000015720,2609.42072,0.131159317,0.158959619,0.825110918,0.409308622,0.59545603
ENSRNOG00000050200,4466.883983,0.264749921,0.157126128,1.684951605,0.091997909,0.211300311
ENSRNOG00000050206,411.5000188,1.60927549,0.423104599,3.80349326,0.00014267,0.001287114
ENSRNOG00000050205,479.273049,-0.14852613,0.276565085,-0.537038615,0.591240941,0.747279762
ENSRNOG00000050204,321.4845663,0.137398416,0.270108895,0.508677867,0.610978039,0.7625602
ENSRNOG00000027380,712.0794729,0.882659219,0.619043987,1.425842488,0.153913814,0.304895255
ENSRNOG00000027383,1019.783285,1.39892917,0.396518205,3.528032644,0.000418661,0.003084746
ENSRNOG00000054964,689.4368014,-1.473897887,0.486868975,-3.027298849,0.002467499,0.01271263
ENSRNOG00000054962,36.57044543,0.788681617,0.624489234,1.26292268,0.206616968,0.376537411
ENSRNOG00000054963,1338.609617,-0.065381255,0.220327761,-0.296745424,0.766660875,0.868321143
ENSRNOG00000017372,1887.525339,0.328509385,0.202877389,1.619250852,0.105393301,0.232966725
ENSRNOG00000017373,230.8612447,-0.322678902,0.359490724,-0.897600077,0.369398798,0.556588526
ENSRNOG00000017376,4.990887882,-5.591871971,2.421599881,-2.30916429,0.020934466,0.068340057
ENSRNOG00000066768,563.502374,1.330789258,0.430605334,3.090508067,0.001998144,0.010813823
ENSRNOG00000066763,207.9028189,0.517137287,0.324036819,1.595921377,0.110506348,0.241125776
ENSRNOG00000066767,15.60962247,-2.386032936,1.24608628,-1.91482161,0.055515258,0.144395047
ENSRNOG00000066766,82.9942563,-1.217890176,0.758246037,-1.606193923,0.108231308,0.237458757
ENSRNOG00000035501,25.20444433,1.204074235,0.678952009,1.77343055,0.076157391,0.183399032
ENSRNOG00000035500,0.16142792,-0.620448363,4.080472857,-0.152053055,0.87914509,NA
ENSRNOG00000035502,0.15975631,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000035505,1.013305483,0.347485484,2.56724373,0.135353523,0.892332369,NA
ENSRNOG00000035509,49.55777722,2.141907881,0.654951712,3.270329461,0.001074223,0.006543628
ENSRNOG00000004641,275.0191563,-0.225627076,0.33721794,-0.669083845,0.503441995,0.676739875
ENSRNOG00000029447,1745.944553,-0.078696908,0.183516218,-0.428828084,0.668048339,0.80361042
ENSRNOG00000014139,889.5691879,0.659896121,0.228429755,2.88883609,0.003866706,0.018098612
ENSRNOG00000014135,138.2010224,-1.617422297,0.504907496,-3.203403217,0.001358137,0.007906251
ENSRNOG00000012722,1528.282342,-0.252837841,0.187163106,-1.350895733,0.176728835,0.335985295
ENSRNOG00000014137,1399.627739,-1.139479723,0.282999194,-4.026441581,5.66E-05,0.000612397
ENSRNOG00000014133,0.548473472,-2.41386951,3.977748466,-0.606843175,0.543954992,NA
ENSRNOG00000014132,206.4869972,1.048314049,0.355900067,2.945529228,0.003224027,0.015701136
ENSRNOG00000010805,1774.119506,-2.273110068,0.535197118,-4.247238996,2.16E-05,0.000277723
ENSRNOG00000010807,5411.105239,-0.228872547,0.166326954,-1.376040028,0.168809241,0.325549532
ENSRNOG00000010800,7077.570586,-0.32854173,0.168263516,-1.952542886,0.050873785,0.135167336
ENSRNOG00000010802,215.2417088,-0.494341177,0.41924014,-1.179136085,0.238343992,0.414321306
ENSRNOG00000016405,408.6844361,2.058016949,0.352464309,5.838937154,5.25E-09,2.30E-07
ENSRNOG00000016403,47.15450303,-0.593934857,0.605026653,-0.98166726,0.3262638,0.513606958
ENSRNOG00000016409,1.930502134,1.184735463,3.833608175,0.309039268,0.757291657,NA
ENSRNOG00000016408,90.88419573,-1.398395137,0.653958647,-2.138354073,0.032488017,0.096385909
ENSRNOG00000060356,559.1905696,0.29154535,0.28790024,1.01266102,0.311222103,0.497605498
ENSRNOG00000060355,6.341176913,-5.935955646,2.134425583,-2.781055331,0.00541825,0.023552264
ENSRNOG00000060350,4848.000184,-0.195612616,0.201289038,-0.971799646,0.331150232,0.518906139
ENSRNOG00000028377,134.1357125,1.892725704,0.558891789,3.386569176,0.000707724,0.004709967
ENSRNOG00000062848,70.39939348,0.395205036,0.509667245,0.775417767,0.43809284,0.619837705
ENSRNOG00000062849,628.7046774,0.084333578,0.231689348,0.363994196,0.715862344,0.833722062
ENSRNOG00000062840,0.988265766,-3.258104769,3.946466123,-0.825575253,0.409045078,NA
ENSRNOG00000062842,1.234065312,-3.579405472,3.938572767,-0.908807755,0.363451613,NA
ENSRNOG00000062843,27.03975857,-1.047255571,0.787631705,-1.329625971,0.183641537,0.345716891
ENSRNOG00000062844,1351.581852,0.487055378,0.335980146,1.449655236,0.147154685,0.295184646
ENSRNOG00000062845,0.732987158,-2.825034328,3.960268372,-0.713344163,0.475632816,NA
ENSRNOG00000062846,402.8943987,-0.215665678,0.509600607,-0.423205301,0.67214548,0.806213854
ENSRNOG00000015262,1.568131143,4.253275154,3.938982067,1.079790434,0.280235512,NA
ENSRNOG00000022260,1069.501096,0.036279395,0.277101647,0.1309245,0.895835033,0.943175901
ENSRNOG00000022261,123.0704656,-0.799087828,0.480124646,-1.664334114,0.096045679,0.217773137
ENSRNOG00000015268,715.249971,-1.295925978,3.725295128,-0.34787203,0.727936292,0.842401279
ENSRNOG00000015269,277.8785385,-0.510864479,0.36059042,-1.416744457,0.156557654,0.308514055
ENSRNOG00000022267,2.998071158,-0.733041622,2.980627459,-0.245935338,0.805732288,NA
ENSRNOG00000024145,2440.134045,0.624621333,0.255504088,2.444662777,0.014498764,0.051078962
ENSRNOG00000024144,6661.394004,-0.012937374,0.136626474,-0.094691561,0.924559821,0.958882228
ENSRNOG00000024142,7115.950601,0.774977637,0.196839729,3.9370997,8.25E-05,0.000827483
ENSRNOG00000024140,5322.359473,0.159724191,0.191131828,0.835675528,0.403337466,0.589739688
ENSRNOG00000018723,1184.269563,-0.215482127,0.209257333,-1.02974708,0.303128749,0.489627387
ENSRNOG00000029954,407.7334604,1.262336567,0.455116488,2.773655978,0.005543026,0.023920858
ENSRNOG00000003209,372.5276979,0.061775209,0.251538201,0.245589772,0.805999808,0.890999257
ENSRNOG00000022844,18.17158986,0.100090763,1.393465795,0.071828647,0.942738275,0.968585802
ENSRNOG00000071163,483.8607909,-0.937028873,0.562575957,-1.665604195,0.095792275,0.217303549
ENSRNOG00000022847,1957.371295,0.174971386,0.204980539,0.853599986,0.393326666,0.579889653
ENSRNOG00000071161,1.278050476,3.976992933,3.945744378,1.007919559,0.313493081,NA
ENSRNOG00000063076,11.30987711,0.54563244,1.898066419,0.287467517,0.773754371,0.872547664
ENSRNOG00000063070,7594.057623,0.114760306,0.198525753,0.578062567,0.563221878,0.725036173
ENSRNOG00000071167,5.682614513,1.564396247,2.126483043,0.735673041,0.4619297,0.641355123
ENSRNOG00000071166,1.172779452,-3.502745469,3.940301,-0.88895378,0.37402792,NA
ENSRNOG00000030818,1310.987764,0.758006332,0.184430793,4.109977081,3.96E-05,0.000453531
ENSRNOG00000030812,1068.033177,-4.906617769,1.060121837,-4.628352701,3.69E-06,6.27E-05
ENSRNOG00000030814,2.539440415,1.855031514,3.075693318,0.603126294,0.546424675,NA
ENSRNOG00000051923,0.430313231,-2.060007371,3.997248938,-0.515356287,0.606304073,NA
ENSRNOG00000051922,675.1648807,-0.364401272,0.355055627,-1.026321635,0.304740003,0.49079427
ENSRNOG00000051927,1.328982906,2.884073932,3.694867591,0.780562188,0.435060038,NA
ENSRNOG00000051928,1.026182021,-3.310188833,3.945065464,-0.839070698,0.401429638,NA
ENSRNOG00000005149,5084.115097,-0.185436214,0.159130645,-1.165307997,0.243894343,0.420968318
ENSRNOG00000053272,17668.13704,-3.101890667,0.353285221,-8.780131401,1.63E-18,4.79E-16
ENSRNOG00000053270,410.9505002,-0.215702706,0.252344466,-0.854794675,0.392664827,0.579414404
ENSRNOG00000005147,260.9154658,0.877453407,0.409047345,2.145114539,0.03194369,0.095161987
ENSRNOG00000005144,1793.083739,-0.019391199,0.167074178,-0.116063414,0.907602284,0.949871255
ENSRNOG00000047905,1981.43328,0.230714258,0.169450882,1.361540614,0.173342908,0.33139916
ENSRNOG00000004819,408.0454903,0.635967463,0.35953511,1.768860522,0.076917154,0.184754688
ENSRNOG00000011559,8519.157538,-0.312436916,0.176268502,-1.772505657,0.076310657,0.183579738
ENSRNOG00000004814,2837.11006,-0.041500835,0.195872198,-0.21187711,0.832202909,0.906240735
ENSRNOG00000004813,3576.733608,-0.371130029,0.145196908,-2.556046363,0.010586901,0.039927377
ENSRNOG00000004812,2914.027867,-0.11083268,0.378212939,-0.293043068,0.769489232,0.870212087
ENSRNOG00000004810,531.5531513,0.076514373,0.393506261,0.19444258,0.845829352,0.913670901
ENSRNOG00000009334,228.3654497,-1.78527457,0.455770803,-3.917044619,8.96E-05,0.000884353
ENSRNOG00000005496,730.0460929,-0.131640467,0.200175122,-0.657626512,0.510778154,0.682661712
ENSRNOG00000009336,2431.839688,1.849282552,0.356958578,5.180664269,2.21E-07,5.62E-06
ENSRNOG00000009331,4352.453675,-1.619143684,0.163842143,-9.882339511,4.97E-23,2.52E-20
ENSRNOG00000005491,45.0451759,1.442443369,0.6504279,2.217683727,0.026576405,0.082279917
ENSRNOG00000005492,4422.458368,0.084364902,0.196782333,0.428721932,0.668125598,0.803651331
ENSRNOG00000009332,15.03644231,0.08458761,1.049894956,0.080567688,0.935785763,0.964980881
ENSRNOG00000011553,1471.388168,-0.209708797,0.158135898,-1.326130249,0.184796558,0.347284343
ENSRNOG00000043035,835.472222,0.947673244,0.303004308,3.127589998,0.001762459,0.009743344
ENSRNOG00000001515,5659.2418,0.492856763,0.172142619,2.863072289,0.004195548,0.019249077
ENSRNOG00000011557,3319.957552,-0.602492605,0.498250134,-1.209217147,0.226579432,0.400923869
ENSRNOG00000001517,470.9353192,-0.66375123,0.261468218,-2.538554147,0.011131158,0.041620465
ENSRNOG00000063924,2.725711102,-0.381588742,2.53245161,-0.150679579,0.880228483,NA
ENSRNOG00000063927,249.1722064,-0.312011514,0.374180425,-0.833853119,0.404363758,0.590613129
ENSRNOG00000063920,123.9730029,-1.499771918,0.517755167,-2.896681701,0.003771322,0.017789647
ENSRNOG00000063922,21.17376966,-0.007265961,0.774723846,-0.009378776,0.992516929,0.995965195
ENSRNOG00000063928,0.319512619,2.009009471,4.05566008,0.495359431,0.620346426,NA
ENSRNOG00000004918,0.968567519,-3.220524536,3.947508278,-0.81583731,0.414593191,NA
ENSRNOG00000026178,2173.868638,-0.188593159,0.169469571,-1.112843785,0.265775527,0.447423758
ENSRNOG00000026176,18.63940496,0.651642496,0.943771258,0.690466562,0.489900831,0.66541732
ENSRNOG00000026177,56.53926384,-0.628437482,0.814782967,-0.771294329,0.440532493,0.621612703
ENSRNOG00000026171,1409.821702,0.591603153,0.214088621,2.763356366,0.005721027,0.024510852
ENSRNOG00000065184,98.99237147,-0.786798254,0.393705583,-1.998443221,0.04566863,0.124800998
ENSRNOG00000065186,21.51029506,-0.128086648,0.751702709,-0.170395352,0.864699227,0.924742996
ENSRNOG00000065187,0.15975631,1.303104988,4.080472857,0.319351466,0.74946001,NA
ENSRNOG00000065181,996.8731436,-1.230948879,1.686254963,-0.729989773,0.465396436,0.644110039
ENSRNOG00000022298,873.9764339,-5.411217131,0.366733822,-14.75516249,2.85E-49,1.34E-45
ENSRNOG00000004364,1923.244407,-0.369679331,0.150569175,-2.455212566,0.01408013,0.049884953
ENSRNOG00000004367,5199.439047,-0.538880956,0.164318066,-3.279499147,0.001039915,0.006372302
ENSRNOG00000004361,2161.673424,-0.19904434,0.229901036,-0.865782702,0.386609337,0.573317827
ENSRNOG00000065189,135.449224,1.691908748,0.62411642,2.710886452,0.00671036,0.027791816
ENSRNOG00000004362,1398.782828,0.506065984,0.207654223,2.437060887,0.014807186,0.051912252
ENSRNOG00000032508,2.464206081,4.908657531,3.927253329,1.249895823,0.211337606,NA
ENSRNOG00000008469,954.6716776,-0.074850783,0.247762461,-0.302107036,0.762570469,0.865254321
ENSRNOG00000008463,74.30348635,1.709325478,0.602702757,2.836100312,0.00456681,0.020595466
ENSRNOG00000008466,60.18965662,1.499126903,0.79642745,1.882314457,0.059793333,0.152874851
ENSRNOG00000008467,3180.117187,1.478739371,0.391042726,3.7815289,0.000155868,0.001381211
ENSRNOG00000008465,6563.042448,-1.356498773,0.349421213,-3.882130575,0.000103545,0.000994352
ENSRNOG00000008512,1790.530066,-0.047775679,0.166854586,-0.28633123,0.774624441,0.873074338
ENSRNOG00000061564,44.5069033,1.476148862,0.700354452,2.107716827,0.035055491,0.102067585
ENSRNOG00000065458,42.33112597,1.073124764,0.771756382,1.39049678,0.164378076,0.319231309
ENSRNOG00000065459,123.6397208,-4.435180843,1.135760778,-3.905030821,9.42E-05,0.000917884
ENSRNOG00000065457,11.21891385,0.45025351,1.063903476,0.423208985,0.672142792,0.806213854
ENSRNOG00000065455,7.3553544,-1.206180695,2.496146109,-0.483217185,0.628941535,0.77533964
ENSRNOG00000065453,2.744274637,-4.726558596,3.921159609,-1.205398164,0.22804963,NA
ENSRNOG00000007325,2585.916565,0.467399361,0.176372172,2.65007431,0.008047407,0.032172491
ENSRNOG00000025489,25.39551677,0.516051405,0.776086096,0.664940923,0.50608828,0.679052414
ENSRNOG00000007326,3793.752127,0.19926575,0.249288025,0.79933944,0.424093616,0.607780177
ENSRNOG00000025484,224.7874802,0.260503748,0.307156036,0.848115346,0.396373736,0.582712025
ENSRNOG00000007327,259.0169627,-0.195165546,0.278525823,-0.700708982,0.48348465,0.660381289
ENSRNOG00000025481,9138.873481,0.175179213,0.124625174,1.405648692,0.159828469,0.312792629
ENSRNOG00000026286,373.5625865,-0.2683541,0.221916242,-1.209258494,0.226563551,0.400923869
ENSRNOG00000026280,92.18586233,-1.190025728,0.55974919,-2.125998123,0.033503416,0.098665589
ENSRNOG00000023679,190.6917876,1.125339361,0.378987085,2.969334326,0.002984457,0.014807134
ENSRNOG00000063038,16.94018088,1.300875094,1.301323438,0.999655471,0.317477269,0.504094211
ENSRNOG00000063039,1.862527484,0.931068192,3.378266916,0.275605278,0.782851255,NA
ENSRNOG00000022101,214.7279874,1.514729426,0.392651406,3.857695159,0.000114461,0.001076601
ENSRNOG00000025736,166.9302715,1.435853422,0.566005036,2.536820932,0.011186416,0.041785469
ENSRNOG00000025735,23.23930254,0.712912519,1.068501082,0.667208046,0.504639253,0.677689365
ENSRNOG00000013605,2091.775257,-0.008413652,0.4922391,-0.017092611,0.986362733,0.992816615
ENSRNOG00000013602,4043.775867,-0.013537269,0.155959582,-0.086799856,0.930830602,0.961673169
ENSRNOG00000013603,1601.189274,-0.438444534,0.195278598,-2.245225734,0.024753645,0.077726196
ENSRNOG00000025730,3918.546656,0.379143172,0.175895993,2.155496358,0.031123013,0.093309398
ENSRNOG00000009958,3112.041798,-0.107648538,0.161123052,-0.668113821,0.50406094,0.677154926
ENSRNOG00000002323,378.5293273,-0.71816519,0.319363659,-2.248737982,0.024529171,0.077240969
ENSRNOG00000002322,4892.227719,0.94404822,0.258850306,3.647081719,0.000265236,0.002122976
ENSRNOG00000002320,2376.763128,-0.3086986,0.191653612,-1.610711099,0.107242705,0.235675354
ENSRNOG00000002327,1.475093753,4.175696985,3.940753318,1.059618973,0.289317978,NA
ENSRNOG00000006432,2583.824542,-0.048085159,0.179481922,-0.267910876,0.788767922,0.881658071
ENSRNOG00000006435,2251.188863,0.01152879,0.208717685,0.055236287,0.955950221,0.97654856
